"avg","avg-2","avg-3","avg-4","avg-5","avg-6","avg-7","avg-8","avg-9","avg-10","avg-11","avg-12","avg-13"
"0.71646","0.65906","5.33","-5.67764","0.59","0.115569","0.19570132","0.0015835864","0.158302","0.484443","119.90418","205206.78","3.98"
