"ts_avg_dance","ts_avg_energy","ts_avg_key","ts_avg_loud","ts_avg_mode","ts_avg_speech","ts_avg_acoust","ts_avg_instrum","ts_avg_live","ts_avg_valence","ts_avg_tempo","ts_avg_duration_ms","ts_avg_duration_sec","ts_avg_timesig"
"0.71646","0.65906","5.33","-5.67764","0.59","0.115569","0.19570132","0.0015835864","0.158302","0.484443","119.90418","205206.78","205.21","3.98"
