"avg_dance","avg_energy","avg_key","avg_loud","avg_mode","avg_speech","avg_acoust","avg_instrum","avg_live","avg_valence","avg_tempo","avg_duration_ms","avg_timesig"
"0.71646","0.65906","5.33","-5.67764","0.59","0.115569","0.19570132","0.0015835864","0.158302","0.484443","119.90418","205206.78","3.98"
