"avg_dance","avg_energy","avg_key","avg_loud","avg_mode","avg_speech","avg_acoust","avg_instrum","avg_live","avg_valence","avg_tempo","avg_duration_sec","avg_timesig"
"0.63183","0.68418","5.67","-7.09316","0.5","0.115058","0.208009364","0.1658185882","0.169401","0.599586","118.57209","265.33","3.88"
