"kw_avg_dance","kw_avg_energy","kw_avg_key","kw_avg_loud","kw_avg_mode","kw_avg_speech","kw_avg_acoust","kw_avg_instrum","kw_avg_live","kw_avg_valence","kw_avg_tempo","kw_avg_duration_ms","kw_avg_duration_sec","kw_avg_timesig"
"0.615145038167939","0.669339694656489","5.51145038167939","-7.50860687022901","0.549618320610687","0.10665534351145","0.213528258816794","0.141713229503817","0.169332824427481","0.578562595419847","115.181099236641","272283.263358779","272.282442748092","3.91221374045802"
