avg_dance,avg_energy,avg_key,avg_loud,avg_mode,avg_speech,avg_acoust,avg_instrum,avg_live,avg_valence,avg_tempo,avg_duration_sec,avg_timesig
0.615145038,0.669339695,5.511450382,-7.50860687,0.549618321,0.106655344,0.213528259,0.14171323,0.169332824,0.578562595,115.1810992,272.2824427,3.91221374
